file	klass	player	mode	frames	move_nonzero_frac	move_active_frac	med_yaw_delta	max_yaw_delta	yaw_jump_frac	duration_s	cmd_rate	eof_clean
quakeworld__CHTV_rpickup-Brazil_rpickup-Brazil_Necrophobia_dm3_QW_4v4__necrophobia_-_[4on4_blue_vs_red]_-_[dm3]_000.qwd	self_pov	necrophobia	team/4on4	57630	0.7446	0.7439	0.379	180.0	0.0006	748.446289	77.0	True
smackdown__fa_list_1_dm3_syco.qwd	self_pov	syco	team/4on4	50607	0.6674	0.6674	0.066	177.11	0.0011	1164.543945	43.456	True
quakeworld__CHTV_Warriors_of_the_Realm-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_wr_vs_doom_dm3_liech.qwd	self_pov	liech	team/4on4	49501	0.8116	0.8116	0.571	162.03	0.0003	1214.732056	40.751	True
quakeworld__CHTV_boohoo-UK_fry-UK_boohoo_dm3_QuakeWorld_1v1__boohoo_fry.qwd	self_pov	boohoo	duel	46213	0.8369	0.8369	0.39	178.57	0.0009	609.26001	75.851	True
smackdown2__chtv-carnage-st-vs-rb-dm3.qwd	self_pov	rb	team/4on4	40414	0.8403	0.8326	1.143	179.08	0.0005	1216.06897	33.233	True
quakeworld__CHTV_WR-Sweden_Oss-Sweden_Triplesix_dm3_e3m6_QW_CTF__fight1.qwd	self_pov	fight1	team/4on4	32585	0.8389	0.838	0.36	172.23	0.0006	912.618011	35.705	True
quakeworld__CHTV_WR-Sweden_Oss-Sweden_Triplesix_dm3_e3m6_QW_CTF__fight4.qwd	self_pov	fight4	team/4on4	32552	0.8421	0.8421	0.357	178.19	0.0006	911.740967	35.703	True
quakeworld__CHTV_WR-Sweden_Oss-Sweden_Triplesix_dm3_e3m6_QW_CTF__fight2.qwd	self_pov	fight2	team/4on4	32372	0.8231	0.8226	0.358	158.65	0.0004	906.734131	35.702	True
quakeworld__CHTV_CoP-Sweden_ACE-Sweden_Triplesix_dm3_e2m5_QW_CTF__CoP_ACE4.qwd	self_pov	cop	team/4on4	30877	0.8283	0.8274	0.0	170.41	0.0011	924.868652	33.385	True
quakeworld__CHTV_CoP-Sweden_ACE-Sweden_Triplesix_dm3_e2m5_QW_CTF__CoP_ACE2.qwd	self_pov	cop	team/4on4	30426	0.666	0.6651	0.0	179.87	0.0013	919.578857	33.087	True
quakeworld__CHTV_CoP-Sweden_ACE-Sweden_Triplesix_dm3_e2m5_QW_CTF__CoP_ACE1.qwd	self_pov	cop	team/4on4	29857	0.785	0.7831	0.002	178.52	0.0015	919.204773	32.481	True
smackdown__gds_adm_2_dm3_wart.qwd	self_pov	wart	team/4on4	29119	0.8691	0.869	0.0	178.87	0.0026	1227.535034	23.722	True
smackdown__gds_adm_1_dm3_wart.qwd	self_pov	wart	team/4on4	28948	0.8804	0.8803	0.879	179.42	0.0023	1229.937012	23.536	True
smackdown__fa_adm_1_dm3_wart.qwd	self_pov	wart	team/4on4	28490	0.8955	0.8954	0.533	179.14	0.0037	1220.916016	23.335	True
smackdown__rb_adm_1_dm3_wart.qwd	self_pov	wart	team/4on4	28361	0.8688	0.8688	0.533	178.9	0.0031	1215.962036	23.324	True
smackdown__list_adm_1_dm3_wart.qwd	self_pov	wart	team/4on4	28135	0.881	0.881	0.533	179.03	0.0028	1210.68396	23.239	True
smackdown__d2d_list_1_dm3_syco.qwd	self_pov	syco	team/4on4	24517	0.7497	0.7497	0.159	160.2	0.0005	565.801025	43.331	True
smackdown__vana_e_vs_ff_dm3_3__vana_e_vs_ff_dm3_12.qwd	self_pov	vana	team/4on4	21697	0.7002	0.6948	0.22	99.51	0.0002	304.092987	71.35	True
quakeworld__CHTV_CONSTAFA-Netherlands_OTHERS-Netherlands_CONSTAFA_DIVERS_Quakeworld_Classic__dm3.qwd	self_pov	?	team/4on4	10130	0.7919	0.7885	0.001	169.64	0.0273	270.143631	37.499	True
quakeworld__CHTV_kimbo-Sweden_none-None_kimbo_dm3_QuakeWorld_Trick__trick.qwd	self_pov	trick	team/4on4	7341	0.5604	0.5604	0.003	14.58	0.0	122.427063	59.962	True
quakeworld__CHTV__r_chris-USA_skill200frogbot-Australia__r_chris_dm3_QWCA_Domination__pentandwater.qwd	self_pov	pentandwater	team/4on4	5709	0.8989	0.8879	0.4	159.25	0.0004	126.970947	44.963	True
quakeworld__CHTV_CAMP-Sweden_NONE-None_ETA-BETA_DM3_QuakeWorld_Trick__dm3_trick.qwd	self_pov	trick	team/4on4	4870	0.6725	0.6567	0.449	180.0	0.0014	63.316895	76.915	True
quakeworld__CHTV_WR-Sweden_Oss-Sweden_Triplesix_dm3_e3m6_QW_CTF__fight3.qwd	self_pov	fight3	team/4on4	3933	0.7117	0.7117	0.357	118.69	0.0005	114.0	34.5	True
quakeworld__CHTV_phil-USA_noone-USA_phil_dm3_QWCA_Trick__across.qwd	self_pov	across	team/4on4	3233	0.8729	0.8556	1.588	15.64	0.0	44.944	71.934	True
quakeworld__CHTV_thief-Brazil_pd-Brazil_thief_dm3_QuakeWorld_Comedy__jogada_pent.qwd	self_pov	jogada	team/4on4	2876	0.9113	0.8338	0.302	71.75	0.0003	38.351807	74.99	True
quakeworld__CHTV_---slayer-None_trick-None_124_fov_-_first_person_dm3_QW_Trick__slayer.qwd	self_pov	slayer	team/4on4	1959	0.7499	0.7499	0.577	39.26	0.0	27.250656	71.888	True
quakeworld__CHTV_Newtov-USA_Trick-USA_Newtov_DM3_QuakeWorld_Trick__trick1.qwd	self_pov	trick1	team/4on4	1625	0.8375	0.8271	1.496	12.9	0.0	23.007324	70.63	True
quakeworld__CHTV_bw-Brazil_the_other_team-Brazil_bw_dm3_dm6_QWCA_HowTo__ca-frag-1.qwd	self_pov	frag	team/4on4	1597	0.7733	0.7733	0.0	24.29	0.0	19.388184	82.37	True
quakeworld__CHTV_fm-phil-USA_trickdemo-USA_fm-phil_DM3_QuakeWorld_Trick__acrossZ.qwd	self_pov	acrossz	team/4on4	1493	0.8312	0.8225	1.384	12.08	0.0	21.462999	69.562	True
quakeworld__CHTV_joi-Sweden_none-_joi_dm3_QuakeWorld_Trick__joi.qwd	self_pov	joi	team/4on4	1392	0.6013	0.6013	0.0	127.16	0.0043	20.447001	68.078	True
quakeworld__CHTV_peppe-Sweden_NA-Scotland_peppe_dm3_dm6_Quakeworld_Trick__peppe-dm6run.qwd	self_pov	peppe	team/4on4	1390	0.8223	0.8223	1.371	13.72	0.0	18.098145	76.803	True
quakeworld__CHTV_peppe-Sweden_NA-Scotland_peppe_dm3_dm6_Quakeworld_Trick__peppe-dm3run.qwd	self_pov	peppe	team/4on4	1016	0.8612	0.8612	1.848	10.3	0.0	13.24855	76.688	True
quakeworld__CHTV_BogoJoker-USA_none-USA_BogoJoker_various_QuakeWorld_Trick__dm3-cool3.qwd	self_pov	cool3	team/4on4	994	0.7354	0.7243	1.172	11.87	0.0	13.844238	71.799	True
quakeworld__CHTV_bw-Brazil_the_other_team-Brazil_bw_dm3_dm6_QWCA_HowTo__ca-frag-2.qwd	self_pov	frag	team/4on4	858	0.824	0.824	0.527	14.78	0.0	10.530029	81.481	True
quakeworld__CHTV_BogoJoker-USA_KovaakSassaSniperZef-USA_me_various_QuakeWorld_Trick__dm3_raremix3.qwd	self_pov	raremix3	team/4on4	840	0.7179	0.7119	1.214	13.82	0.0	13.954102	60.197	True
quakeworld__CHTV_BogoJoker-USA_KovaakSassaSniperZef-USA_me_various_QuakeWorld_Trick__dm3_raremix.qwd	self_pov	raremix	team/4on4	832	0.8954	0.8858	1.211	17.31	0.0	13.788208	60.341	True
quakeworld__CHTV_Newtov-USA_Trick-USA_Newtov_DM3_QuakeWorld_Trick__trick2.qwd	self_pov	trick2	team/4on4	773	0.7348	0.727	1.047	16.35	0.0	11.026245	70.105	True
quakeworld__CHTV_Newtov-USA_Trick-USA_Newtov_DM3_QuakeWorld_Trick__trick4.qwd	self_pov	trick4	team/4on4	707	0.7808	0.7694	1.053	7.95	0.0	9.929565	71.202	True
quakeworld__CHTV_BogoJoker-USA_none-USA_BogoJoker_various_QuakeWorld_Trick__dm3-remix.qwd	self_pov	remix	team/4on4	654	0.8257	0.8119	1.51	11.04	0.0	9.106689	71.815	True
quakeworld__CHTV_BogoJoker-USA_none-USA_BogoJoker_various_QuakeWorld_Trick__dm3-cool2.qwd	self_pov	cool2	team/4on4	557	0.6176	0.6014	1.17	10.03	0.0	7.764648	71.735	True
quakeworld__CHTV_the-interceptor-Sweden_trick-_the-interceptor_various_QuakeWorld_Trick__dm3-trick-02.qwd	self_pov	trick	team/4on4	550	0.74	0.7218	1.78	10.83	0.0	7.693	71.494	True
quakeworld__CHTV_Seco-Brazil_-__Dm3_QuakeWorld_Trick__pulorlz.qwd	self_pov	pulorlz	team/4on4	499	0.6052	0.6052	0.172	178.33	0.004	6.980957	71.48	True
quakeworld__CHTV_Newtov-USA_None-None_Newtov_Various_QuakeWorld_Trick__DM3_trick5.qwd	self_pov	trick5	team/4on4	479	0.595	0.5887	0.451	15.3	0.0	7.052246	67.922	True
quakeworld__CHTV_blah-Austria_no-Austria_blah_dm3_dm5_dm6_e1m2_QuakeWorld_1v1__dm6doublejump4.qwd	self_pov	dm6doublejump4	duel	446	0.6525	0.63	0.791	18.75	0.0	5.78	77.163	True
quakeworld__CHTV_ApoKaLypZe-Sweden_various-Argentina_ApoKaLypZe_various_QuakeWorld_Trick__dm3-trick1.qwd	self_pov	trick1	team/4on4	425	0.5624	0.5506	0.879	10.01	0.0	5.946	71.477	True
quakeworld__CHTV_blah-Austria_no-Austria_blah_dm3_dm5_dm6_e1m2_QuakeWorld_1v1__dm6slopedoublejump.qwd	self_pov	dm6slopedoublejump	duel	421	0.5653	0.5653	0.264	18.48	0.0	5.454	77.191	True
quakeworld__CHTV_blah-Austria_no-Austria_blah_dm3_dm5_dm6_e1m2_QuakeWorld_1v1__dm6doublejump2.qwd	self_pov	dm6doublejump2	duel	415	0.5783	0.5663	0.269	17.69	0.0	5.376	77.195	True
quakeworld__CHTV_JSS-Russia_None-Russia_JSS_Trick_pack_QW_Trick__JSS_[dm3]_3.qwd	self_pov	jss	team/4on4	407	0.5602	0.5602	0.112	8.9	0.0	5.355713	75.994	True
quakeworld__CHTV_blah-Austria_no-Austria_blah_dm3_dm5_dm6_e1m2_QuakeWorld_1v1__dm6doublejump.qwd	self_pov	dm6doublejump	duel	402	0.6443	0.6393	0.527	7.39	0.0	5.207	77.204	True
quakeworld__CHTV_BogoJoker-USA_KovaakSassaSniperZef-USA_me_various_QuakeWorld_Trick__dm3_raremix2.qwd	self_pov	raremix2	team/4on4	386	0.6477	0.6295	0.76	12.9	0.0	6.396973	60.341	True
quakeworld__CHTV_unnamed-None_none-None_unnamed_dm3_QuakeWorld_Trick__dm3pentnailclimb.qwd	self_pov	dm3pentnailclimb	team/4on4	352	0.5852	0.5852	0.0	0.26	0.0	4.564	77.125	True
quakeworld__CHTV_KOFF-Finland_Firing_Squad-Finland_Autotrack_DM3_DM2_QW_4v4__2005-04-21_koff_vs_[fs]_dm3_000.qwd	spectator	fs	team/4on4	114946	0.0	0.0	0.005	179.42	0.0013	1513.661987	75.939	True
quakeworld__CHTV_Slackers-Europe_Clan_MalFunction-Europe_Autotrack_commentary_dm3_QW_4v4__cmf_sr_dm3.qwd	spectator	sr	team/4on4	95979	0.0	0.0	0.236	180.0	0.0011	1310.781982	73.223	True
quakeworld__CHTV_Slackers-Europe_The_Viper_Squad-Europe_Commentary_dm2-dm3_QW_4v4__sr-tvs-eql3-dm3.qwd	spectator	eql3	team/4on4	93475	0.0	0.0	0.374	178.79	0.0007	1214.197998	76.985	True
quakeworld__CHTV_Firing_Squad-Europe_Lege_Artis-Europe_Autotrack_commentary_DM3_QW_4v4__2006-03-19_[fs]_vs_.la._dm3_000.qwd	spectator	la	team/4on4	93330	0.0	0.0	0.269	177.3	0.0007	1214.103027	76.872	True
quakeworld__CHTV_Leftovers-Europe_Lege_Artis-Europe_Autotrack_commentary_DM3_QW_4v4__2006-03-19_.la._vs_l0_dm3_000.qwd	spectator	l0	team/4on4	93296	0.0	0.0	0.176	179.41	0.0009	1213.883057	76.857	True
quakeworld__CHTV_Firing_Squad-Europe_Lege_Artis-Europe_Autotrack_commentary_DM3_QW_4v4_1__2006-03-19_[fs]_vs_.la._dm3_001.qwd	spectator	la	team/4on4	93281	0.0	0.0	0.28	180.0	0.0013	1214.034058	76.836	True
quakeworld__CHTV_Leftovers-Europe_Lege_Artis-Europe_Autotrack_commentary_DM3_QW_4v4_1__2006-03-19_.la._vs_l0_dm3_001.qwd	spectator	l0	team/4on4	93278	0.0	0.0	0.181	179.79	0.0008	1213.845947	76.845	True
quakeworld__CHTV_Slackers-Europe_Malfunction-Europe_Voice-Spec_dm3_QuakeWorld_4v4__Spec-sr-cmf-dm3_rnd2.qwd	spectator	rnd2	team/4on4	93029	0.0	0.0	0.39	179.92	0.0004	1215.343018	76.545	True
quakeworld__CHTV_Clan_MalFunction-Finland_Fragomatic-Finland_autotrack_commentary_dm3_QW_4v4__2006-04-27_cmf_vs_fOm_dm3_001.qwd	spectator	fom	team/4on4	92834	0.0	0.0	0.396	178.45	0.001	1212.362061	76.573	True
quakeworld__CHTV_Slackers-Europe_Malfunction-Europe_Voice-Spec_dm3_QuakeWorld_4v4_1__Spec-sr-cmf-dm3_rnd4.qwd	spectator	rnd4	team/4on4	92513	0.0	0.0	0.297	178.49	0.0006	1207.697021	76.603	True
quakeworld__CHTV_LA-Sweden_CMF-Finland_Gaz__Commentator__dm3_Quakeworld_4v4__2005-01-09_cmf_vs_.la._dm3_000.qwd	spectator	la	team/4on4	92382	0.0	0.0	0.709	178.28	0.0005	1212.383057	76.199	True
quakeworld__CHTV_Clan_Malfunction-Finland_Slackers-Finland_Autotrack_DM3_QW_Demo_Audio__2006-05-10_cmf_vs_]sr[_dm3_000.qwd	spectator	sr	team/4on4	92376	0.0	0.0	0.0	177.04	0.0007	1214.199951	76.08	True
quakeworld__CHTV_The_Viper_Squad-Finland_Firing_Squad-Finland_Autotrack_and_commentary_DM3_QW_4v4_1__2006-03-16_[fs]_vs_tvs_dm3_001.qwd	spectator	tvs	team/4on4	91881	0.0	0.0	0.165	180.0	0.0008	1214.312988	75.665	True
quakeworld__CHTV_Slackers-Europe_clanMalFunction-Finland_live-autotrack!QWD_dm3_QuakeWorld_4v4__spec__moris_czechcam_dm3.qwd	spectator	czechcam	team/4on4	91718	0.0	0.0	0.385	178.31	0.0008	1226.981934	74.751	True
quakeworld__CHTV_Slackers-Europe_Lege_Artis-Europe_autotrack_dm3_dm2_e1m2_QW_4v4__2005-02-20_.la._vs_]sr[_dm3_000.qwd	spectator	sr	team/4on4	91602	0.0	0.0	0.352	178.07	0.0004	1214.26001	75.439	True
quakeworld__CHTV_The_Viper_Squad-Finland_Firing_Squad-Finland_Autotrack_and_commentary_DM3_QW_4v4__2006-03-16_[fs]_vs_tvs_dm3_000.qwd	spectator	tvs	team/4on4	91179	0.0	0.0	0.22	179.93	0.0018	1213.777954	75.12	True
quakeworld__CHTV_fom-Sweden_tvs-Sweden_Autotrack_commentary_dm3_QW_4v4__060424_4on4_tvs_vs_fOm_dm3_060424_000.qwd	spectator	fom	team/4on4	91124	0.0	0.0	0.0	179.04	0.0006	1210.333008	75.288	True
quakeworld__CHTV_Slackers-Finland_Lege_Artis-Finland_autotrack_dm3_e1m2_cmt4_QW_4v4__2005-01-16_.la._vs_]sr[_cmt4_000.qwd	spectator	la	team/4on4	90787	0.0	0.0	0.22	179.99	0.0008	1214.395996	74.759	True
quakeworld__CHTV_Clan_Malfunction-Finland_Disorder-Sweden_Commentator_e1m2_dm3_dm2_Quakeworld_4v4__2-2003-12-08_ds_vs_cmf_dm3_000.qwd	spectator	cmf	team/4on4	89461	0.0	0.0	0.33	179.91	0.0007	1219.010986	73.388	True
quakeworld__CHTV_HGC-Europe_Brazil_dreamteam-Europe_spec_dm3_dm2_QuakeWorld_4v4__04-05-16_anm_vs_hgc_dm3_000.qwd	spectator	hgc	team/4on4	89084	0.0	0.0	0.159	179.82	0.0009	1212.017944	73.501	True
quakeworld__CHTV_Clan_Malfunction-Finland_Disorder-Sweden_Commentator_e1m2_dm3_dm2_Quakeworld_4v4__4-2003-12-08_cmf_vs_ds_dm3_000.qwd	spectator	ds	team/4on4	88139	0.0	0.0	0.225	174.4	0.0006	1218.280029	72.347	True
smackdown__na-sd-final-ag-vs-lod-def-dm3.qwd	spectator	na	team/4on4	87659	0.0	0.0	0.0	178.03	0.0002	1229.66394	71.287	True
smackdown2__chtv-smackdown2--ag-vs-5-dm3-def.qwd	spectator	def	team/4on4	87512	0.0	0.0	0.099	179.81	0.0003	1225.578979	71.405	True
SmackDown4__game_730_db_msr_3_dm3_sinthreck.qwd	spectator	sinthreck	team/4on4	87477	0.0	0.0	0.0	141.38	0.0011	1230.468994	71.092	True
SmackDown5__game_996_ff_tsc_1_dm3_bronx.qwd	spectator	bronx	team/4on4	87210	0.0	0.0	0.0	178.65	0.001	1221.267944	71.409	True
smackdown2__DN_ADT_1_dm3_Oppy.qwd	spectator	oppy	team/4on4	87110	0.0	0.0	0.0	176.47	0.0002	1219.302002	71.443	True
smackdown2__DN_SPAS_1_dm3_oppy.qwd	spectator	oppy	team/4on4	86618	0.0	0.0	0.374	178.48	0.0004	1239.630981	69.874	True
smackdown__d2d_list_1_dm3_mir.qwd	spectator	mir	team/4on4	86385	0.0	0.0	0.093	166.51	0.0003	1222.618042	70.656	True
smackdown2__ic_thdm_2_dm3_def.qwd	spectator	def	team/4on4	86338	0.0	0.0	0.0	152.86	0.0005	1213.901978	71.124	True
smackdown2__aok_lies_1_dm3_sinthreck.qwd	spectator	sinthreck	team/4on4	86108	0.0	0.0	0.0	179.07	0.0013	1212.947998	70.991	True
quakeworld__CHTV_Slackers-Finland_Lege_Artis-Finland_autotrack_dm3_e1m2_cmt4_QW_4v4__2005-01-16_.la._vs_]sr[_dm3_000.qwd	spectator	sr	team/4on4	85201	0.0	0.0	0.005	176.37	0.0012	1214.38501	70.16	True
SmackDown3__game_536_MaC_PoC_1_DM3_Muncher.qwd	spectator	muncher	team/4on4	84762	0.0	0.0	0.467	177.41	0.0008	1217.484985	69.621	True
smackdown2__pietro_ff_tot_dm3.qwd	spectator	tot	team/4on4	83777	0.0	0.0	0.225	177.97	0.0005	1196.517944	70.017	True
smackdown2__dn_v_wfb-dm3_ht-_sd2_.qwd	spectator	ht	team/4on4	83425	0.0	0.0	0.445	178.01	0.0004	1251.168945	66.678	True
quakeworld__CHTV_slackers-Puerto_Rico_the_viper_squad-Puerto_Rico_whine-deluxe-5k_dm3-prewar_QW_Comedy__uh.qwd	spectator	uh	team/4on4	82265	0.0	0.0	0.0	116.05	0.0001	1616.420044	50.893	True
quakeworld__CHTV_Slackers-Europe_clanMalFunction-Finland_live-autotrack!QWD_dm3_QuakeWorld_4v4_1__spec__moris_czechcam_dm3_00.qwd	spectator	czechcam	team/4on4	73121	0.0	0.0	0.209	179.53	0.0013	983.532227	74.345	True
smackdown__ibh_dn_1_dm3_oppy.qwd	spectator	oppy	team/4on4	54668	0.0	0.0	0.379	179.13	0.0011	1301.94397	41.99	True
smackdown2__EG_XX_1_dm3_Fiend.qwd	spectator	fiend	team/4on4	39433	0.0002	0.0	0.0	176.0	0.004	1199.136963	32.884	True
quakeworld__CHTV_adrian_cheating-USA_adrian_hacking-USA_adrian_DM3_QW_CA__adrian.qwd	spectator	adrian	team/4on4	35562	0.0	0.0	0.0	180.0	0.0009	461.925362	76.986	True
quakeworld__CHTV_Philthy_Phil-PuertoRico_THE_QW_BUG-None_Philthy_Phil_DM3_QuakeWorld_Trick__dm3_bug_or_not.qwd	spectator	bug	team/4on4	25584	0.0098	0.0077	0.0	5.8	0.0	332.618011	76.917	True
quakeworld__CHTV_dsgrim-USA_enemy-USA_spectator_dm3_QWCA_1v1__grimcheating.qwd	spectator	grimcheating	duel	13531	0.1049	0.1049	0.0	113.23	0.0001	190.9375	70.866	True
quakeworld__CHTV_dsgrim-USA_enemy-USA_spectator_dm3_QWCA_1v1__GRIMCHEATS.qwd	spectator	grimcheats	duel	6211	0.1067	0.1067	0.0	10.17	0.0	81.607422	76.108	True
quakeworld__CHTV_red-USA_blue-USA_arc_dm3_QW_CA__arc.qwd	spectator	arc	team/4on4	4828	0.0	0.0	0.396	176.01	0.0004	62.701294	77.0	True
